Event	ID	Name			Wwise Object Path	Notes
	3406769	vo_enemy_no_hp_damage_at_attempt_and_chassis_damaged_by_player			\Default Work Unit\vo_enemy_no_hp_damage_at_attempt_and_chassis_damaged_by_player	
	40924856	vo_enemy_sighted			\Default Work Unit\vo_enemy_sighted	
	102434383	vo_enemy_hp_damaged_by_projectile_and_gun_damaged_by_player			\Default Work Unit\vo_enemy_hp_damaged_by_projectile_and_gun_damaged_by_player	
	136522141	vo_enemy_hp_damaged_by_projectile_and_chassis_damaged_by_player			\Default Work Unit\vo_enemy_hp_damaged_by_projectile_and_chassis_damaged_by_player	
	605448325	vo_dp_left_platoon			\Default Work Unit\vo_dp_left_platoon	
	664892591	vo_driver_killed			\Default Work Unit\vo_driver_killed	
	730352367	vo_enemy_no_hp_damage_at_no_attempt_and_chassis_damaged_by_player			\Default Work Unit\vo_enemy_no_hp_damage_at_no_attempt_and_chassis_damaged_by_player	
	831761693	vo_dp_been_excluded_platoon			\Default Work Unit\vo_dp_been_excluded_platoon	
	1057290642	vo_enemy_hp_damaged_by_projectile_by_player			\Default Work Unit\vo_enemy_hp_damaged_by_projectile_by_player	
	1193243693	vo_dp_platoon_joined			\Default Work Unit\vo_dp_platoon_joined	
	1302422561	vo_engine_destroyed			\Default Work Unit\vo_engine_destroyed	
	1316861587	vo_enemy_killed			\Default Work Unit\vo_enemy_killed	
	1332081395	vo_armor_not_pierced_by_player			\Default Work Unit\vo_armor_not_pierced_by_player	
	1702267773	vo_engine_damaged			\Default Work Unit\vo_engine_damaged	
	1713814001	vo_enemy_no_hp_damage_at_no_attempt_and_gun_damaged_by_player			\Default Work Unit\vo_enemy_no_hp_damage_at_no_attempt_and_gun_damaged_by_player	
	1736989749	vo_dp_platoon_dismissed			\Default Work Unit\vo_dp_platoon_dismissed	
	1946435397	vo_commander_killed			\Default Work Unit\vo_commander_killed	
	1988695347	vo_crew_deactivated			\Default Work Unit\vo_crew_deactivated	
	2301863335	vo_ally_killed_by_player			\Default Work Unit\vo_ally_killed_by_player	
	2509625173	vo_damage_by_near_explosion_by_player			\Default Work Unit\vo_damage_by_near_explosion_by_player	
	2524427447	vo_dp_player_joined_platoon			\Default Work Unit\vo_dp_player_joined_platoon	
	2655350512	vo_armor_ricochet_by_player			\Default Work Unit\vo_armor_ricochet_by_player	
	2717569914	vo_dp_platoon_created			\Default Work Unit\vo_dp_platoon_created	
	2921316646	vo_dp_assistance_been_requested			\Default Work Unit\vo_dp_assistance_been_requested	
	2979380528	vo_enemies_sighted			\Default Work Unit\vo_enemies_sighted	
	3166122996	vo_ammo_bay_damaged			\Default Work Unit\vo_ammo_bay_damaged	
	3175172091	vo_enemy_no_hp_damage_at_attempt_and_gun_damaged_by_player			\Default Work Unit\vo_enemy_no_hp_damage_at_attempt_and_gun_damaged_by_player	
	3563950026	vo_enemy_fire_started_by_player			\Default Work Unit\vo_enemy_fire_started_by_player	
	3716823038	vo_damage_by_near_explosion_by_enemy			\Default Work Unit\vo_damage_by_near_explosion_by_enemy	
	4148607935	vo_engine_functional			\Default Work Unit\vo_engine_functional	
	4209631318	vo_enemy_hp_damaged_by_explosion_at_direct_hit_by_player			\Default Work Unit\vo_enemy_hp_damaged_by_explosion_at_direct_hit_by_player	

Game Parameter	ID	Name			Wwise Object Path	Notes
	5189176	RTPC_ext_menu_volume_voice_gui			\Default Work Unit\RTPC_ext_menu_volume_voice_gui	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	396061	enemy_fire_started_by_player_05	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHax\RelHax_1\.cache\Windows\Voices\English(UK)\enemy_fire_started_by_player_05_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_enemy_fire_started_by_player\enemy_fire_started_by_player_05		13069
	1304486	armor_not_pierced_by_player_13	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHax\RelHax_1\.cache\Windows\Voices\English(UK)\armor_not_pierced_by_player_13_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_armor_not_pierced_by_player\armor_not_pierced_by_player_13		22938
	6624793	commander_killed_02	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHax\RelHax_1\.cache\Windows\Voices\English(UK)\commander_killed_02_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_commander_killed\commander_killed_02		23734
	13319587	engine_damaged_06	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHax\RelHax_1\.cache\Windows\Voices\English(UK)\engine_damaged_06_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_engine_damaged\engine_damaged_06		20730
	13448339	driver_killed_02	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHax\RelHax_1\.cache\Windows\Voices\English(UK)\driver_killed_02_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_driver_killed\driver_killed_02		11805
	15590815	armor_pierced_by_player_03	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHax\RelHax_1\.cache\Windows\Voices\English(UK)\armor_pierced_by_player_03_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_enemy_hp_damaged_by_projectile_by_player\armor_pierced_by_player_03		8518
	29118875	left_platoon_01	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHax\RelHax_1\.cache\Windows\SFX\left_platoon_01_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_dp_left_platoon\left_platoon_01		25720
	36893215	crew_deactivated_03	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHax\RelHax_1\.cache\Windows\Voices\English(UK)\crew_deactivated_03_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_crew_deactivated\crew_deactivated_03		7280
	55990013	armor_pierced_by_player_07	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHax\RelHax_1\.cache\Windows\Voices\English(UK)\armor_pierced_by_player_07_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_enemy_hp_damaged_by_projectile_by_player\armor_pierced_by_player_07		17270
	78954998	armor_not_pierced_by_player_07	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHax\RelHax_1\.cache\Windows\Voices\English(UK)\armor_not_pierced_by_player_07_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_armor_not_pierced_by_player\armor_not_pierced_by_player_07		18765
